epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.9202146530151367,0.39502114057540894,0.0005,0.977952778339386,0.25748351216316223
1,0.9841771125793457,0.2585524022579193,0.0005,0.9871765971183777,0.22858303785324097
2,0.9878467321395874,0.2416897714138031,0.0005,0.9887514114379883,0.22172637283802032
3,0.9899774789810181,0.23248116672039032,0.0005,0.991226077079773,0.2163831889629364
4,0.9911612868309021,0.22694040834903717,0.0005,0.9856017827987671,0.23440122604370117
5,0.9927790760993958,0.2214510589838028,0.0005,0.9851518273353577,0.2396010160446167
6,0.9933314919471741,0.2177608162164688,0.0005,0.9930258989334106,0.20548652112483978
7,0.993449866771698,0.21645668148994446,0.0005,0.9914510846138,0.2107689529657364
8,0.9950676560401917,0.21077942848205566,0.0005,0.9910011291503906,0.206973135471344
9,0.9945546984672546,0.21007218956947327,0.0005,0.9928008913993835,0.20340105891227722
10,0.9942390322685242,0.20965687930583954,0.0005,0.9858267903327942,0.2174113541841507
11,0.9951860308647156,0.20666208863258362,0.0005,0.991226077079773,0.2068527340888977
12,0.9953438639640808,0.20589612424373627,0.0005,0.9862766861915588,0.21198830008506775
13,0.994594156742096,0.20529432594776154,0.0005,0.9844769239425659,0.22735027968883514
14,0.9953438639640808,0.202675923705101,0.0005,0.9921259880065918,0.20765623450279236
15,0.9971984624862671,0.19766674935817719,0.00025,0.9959505200386047,0.19271381199359894
16,0.9969617128372192,0.19724155962467194,0.00025,0.9941507577896118,0.19898122549057007
17,0.9963697791099548,0.19816452264785767,0.00025,0.9928008913993835,0.20214274525642395
18,0.9970406293869019,0.1960122138261795,0.00025,0.9943757057189941,0.1980292648077011
19,0.9971984624862671,0.1943938136100769,0.00025,0.9948256611824036,0.19310680031776428
20,0.9970011711120605,0.1952071338891983,0.00025,0.9943757057189941,0.19752401113510132
21,0.9977508783340454,0.19248394668102264,0.000125,0.9928008913993835,0.1985352337360382
22,0.9979087114334106,0.19207978248596191,0.000125,0.991226077079773,0.20509354770183563
23,0.9982638359069824,0.19040465354919434,0.000125,0.9928008913993835,0.20033413171768188
24,0.9981454610824585,0.19018079340457916,0.000125,0.9941507577896118,0.19180411100387573
25,0.9981849193572998,0.189596489071846,0.000125,0.9939257502555847,0.1950255036354065
26,0.9981849193572998,0.1897878646850586,0.000125,0.9937008023262024,0.19783027470111847
27,0.9980665445327759,0.18878960609436035,0.000125,0.995275616645813,0.18915194272994995
28,0.9982638359069824,0.18909277021884918,0.000125,0.9934757947921753,0.19771049916744232
29,0.9980665445327759,0.18921981751918793,0.000125,0.9916760325431824,0.19974566996097565
30,0.9979087114334106,0.18957729637622833,0.000125,0.9923509359359741,0.20323672890663147
31,0.9981454610824585,0.18774954974651337,0.000125,0.9937008023262024,0.1953033208847046
32,0.9983822107315063,0.18738551437854767,0.000125,0.9923509359359741,0.20246100425720215
33,0.9986584186553955,0.18650397658348083,6.25e-05,0.993250846862793,0.19747400283813477
34,0.9987767934799194,0.18637236952781677,6.25e-05,0.9943757057189941,0.19375328719615936
35,0.9989346265792847,0.18571102619171143,6.25e-05,0.9928008913993835,0.20014415681362152
36,0.998855710029602,0.18557535111904144,6.25e-05,0.9925759434700012,0.2008865475654602
37,0.9988951683044434,0.18604274094104767,6.25e-05,0.991226077079773,0.20646557211875916
38,0.9990530014038086,0.18569497764110565,3.125e-05,0.9934757947921753,0.1956707388162613
39,0.9989346265792847,0.1849604994058609,3.125e-05,0.9934757947921753,0.19558437168598175
40,0.9989346265792847,0.18528775870800018,3.125e-05,0.9946006536483765,0.19327370822429657
41,0.9989346265792847,0.1852400302886963,3.125e-05,0.9941507577896118,0.1938813030719757
42,0.9992502927780151,0.18450620770454407,3.125e-05,0.9941507577896118,0.19440700113773346
43,0.9991319179534912,0.1846994012594223,1.5625e-05,0.9943757057189941,0.19362354278564453
