accuracy,classes,macro_f1,min_gap_ms,modalities,model_params,model_path,n_eval,non_overlap_n_eval,original_n_eval,task,test_npz,train_npz,weighted_f1
0.9992942836979535,"['walk', 'standing', 'sitting']",0.9992931363539973,2000.0,['imu'],99139,models/clean_p4_final/stage2_activity_imu_single_seed42_cleanp4/best_model.h5,1417,1417,2735,activity,/home/jovyan/work/onlyfeet/datasets_m14_rgb64_stage2/activity/dataset_test.npz,/home/jovyan/work/onlyfeet/datasets_m14_rgb64_stage2/activity/dataset_train.npz,0.9992942504416068
0.9594320486815415,"['asphalt', 'PVC', 'sand', 'gravel', 'grass']",0.9552617226995099,2000.0,"['image', 'audio']",280613,models/clean_p4_final/stage2_surface_image_audio_concat_seed42_cleanp4/best_model.h5,493,493,951,surface,/home/jovyan/work/onlyfeet/datasets_m14_rgb64_stage2/surface/dataset_test.npz,/home/jovyan/work/onlyfeet/datasets_m14_rgb64_stage2/surface/dataset_train.npz,0.9585738869357558
