run_dir,fold,task,fusion,modalities,seed,shuffle_train_labels,n_train_internal,n_internal_val,n_test_heldout,params,size_mb,test_accuracy,test_macro_f1,test_weighted_f1,test_n,nonoverlap_accuracy,nonoverlap_macro_f1,nonoverlap_weighted_f1,nonoverlap_n,folder_majority_accuracy,folder_majority_macro_f1,folder_majority_weighted_f1,folder_majority_n,majority_baseline_accuracy,majority_baseline_macro_f1,majority_baseline_weighted_f1,majority_baseline_n,majority_class,zero_audio_accuracy,zero_audio_macro_f1,zero_image_accuracy,zero_image_macro_f1,zero_imu_accuracy,zero_imu_macro_f1,zero_tof_accuracy,zero_tof_macro_f1,zero_mag_accuracy,zero_mag_macro_f1
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__tof-audio-image__seed42,test_p4,activity,concat,tof+audio+image,42,False,23783,6005,2735,187715,2.3449020385742188,0.8087751371115174,0.7972519172238245,0.8013465507919428,2735,0.8059280169371913,0.7939081304465919,0.7980984989019297,1417,0.8285714285714286,0.8208155523944999,0.8225631646684278,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.35283363802559414,0.1827480421598069,0.6712979890310786,0.5551040250653827,,,0.8,0.7920341192433321,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__tof-mag-image__seed42,test_p4,activity,gated,tof+mag+image,42,False,23783,6005,2735,170758,2.1630172729492188,0.8552102376599634,0.8454640013019167,0.8470581566682024,2735,0.8546224417784051,0.8451545846497585,0.8467387987798297,1417,0.8761904761904762,0.8729962160302717,0.8715396333972184,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,0.9597806215722121,0.9598249523629144,,,0.7904936014625229,0.7661655419302479,0.6983546617915904,0.6821874339614706
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__tof-mag-image__seed42,test_p4,activity,concat,tof+mag+image,42,False,23783,6005,2735,175171,2.1934967041015625,0.8837294332723948,0.8748403418407665,0.8764261114380748,2735,0.8899082568807339,0.8825800580874098,0.883969558660301,1417,0.9238095238095239,0.9226224644585289,0.9219166088269715,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,0.9155393053016453,0.9152913732465198,,,0.8127970749542962,0.7953473013390401,0.6617915904936015,0.6421441018909433
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__tof-mag-audio__seed42,test_p4,activity,gated,tof+mag+audio,42,False,23783,6005,2735,88806,1.212005615234375,0.9952468007312614,0.9951977267225036,0.9952431860216707,2735,0.9964714184897672,0.9964665703622355,0.9964711048694043,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.6241316270566728,0.5298011239855777,,,,,0.8526508226691042,0.8452399229403501,0.6738574040219378,0.6627795367814219
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__tof-mag-audio__seed42,test_p4,activity,concat,tof+mag+audio,42,False,23783,6005,2735,93219,1.2400894165039062,0.976599634369287,0.976022367062317,0.9765442310378418,2735,0.9760056457304164,0.9754056926407927,0.9759583327425334,1417,0.9904761904761905,0.9903381642512077,0.9904761904761905,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.34771480804387567,0.17200217037438958,,,,,0.8504570383912249,0.8443448339925159,0.6720292504570384,0.6004672150194705
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-audio-image__seed42,test_p4,activity,gated,imu+audio+image,42,False,23783,6005,2735,241062,2.9945907592773438,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,1.0,1.0,1.0,1.0,0.5564899451553931,0.5506843071862141,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-audio-image__seed42,test_p4,activity,concat,imu+audio+image,42,False,23783,6005,2735,245475,3.0218276977539062,0.9996343692870201,0.9996338160076007,0.9996343605886969,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.5082266910420475,0.44775389819321837,0.9996343692870201,0.9996338160076007,0.3769652650822669,0.2469408258671213,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-mag-image__seed42,test_p4,activity,gated,imu+mag+image,42,False,23783,6005,2735,228518,2.8403854370117188,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,0.9718464351005485,0.9724201875055606,0.5703839122486288,0.5434598757470482,,,0.8351005484460695,0.8215454889919975
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-mag-image__seed42,test_p4,activity,concat,imu+mag+image,42,False,23783,6005,2735,232931,2.8696441650390625,0.9989031078610603,0.9988932876946323,0.9989026482404938,2735,0.9992942836979535,0.9992931363539973,0.9992942504416068,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,1.0,1.0,0.33747714808043877,0.17547867291263108,,,0.993418647166362,0.9935284753055688
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-mag-audio__seed42,test_p4,activity,gated,imu+mag+audio,42,False,23783,6005,2735,146566,1.889129638671875,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.34771480804387567,0.17200217037438958,,,0.7956124314442413,0.7678119373556213,,,1.0,1.0
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-mag-audio__seed42,test_p4,activity,concat,imu+mag+audio,42,False,23783,6005,2735,150979,1.9168243408203125,0.9996343692870201,0.9996338160076007,0.9996343605886969,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.6808043875685558,0.5615011168435826,,,0.7963436928702011,0.7975272784035571,,,0.9996343692870201,0.9996338160076007
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-tof-image__seed42,test_p4,activity,gated,imu+tof+image,42,False,23783,6005,2735,228422,2.8394546508789062,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,1.0,1.0,0.3553930530164534,0.2095940301688892,0.9670932358318098,0.9671038393282257,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-tof-image__seed42,test_p4,activity,concat,imu+tof+image,42,False,23783,6005,2735,232835,2.8686447143554688,0.9945155393053017,0.9945032542000835,0.994513233678801,2735,0.9964714184897672,0.9964642853534985,0.9964705075395497,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,1.0,1.0,0.5126142595978063,0.43368405035541463,0.9989031078610603,0.9989013421515082,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-tof-audio__seed42,test_p4,activity,gated,imu+tof+audio,42,False,23783,6005,2735,146470,1.8875808715820312,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.7180987202925045,0.6645544385345165,,,0.3396709323583181,0.1797855914837356,1.0,1.0,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-tof-audio__seed42,test_p4,activity,concat,imu+tof+audio,42,False,23783,6005,2735,150883,1.9155120849609375,0.9996343692870201,0.9996338160076007,0.9996343605886969,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.34771480804387567,0.17200217037438958,,,0.30859232175502743,0.15903851368671026,0.9996343692870201,0.9996338160076007,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-tof-mag__seed42,test_p4,activity,gated,imu+tof+mag,42,False,23783,6005,2735,133926,1.7341995239257812,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,0.7996343692870201,0.7730289834634,0.9992687385740402,0.9992836257309942,1.0,1.0
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-tof-mag__seed42,test_p4,activity,concat,imu+tof+mag,42,False,23783,6005,2735,138339,1.7646560668945312,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,0.33308957952468005,0.16657524227463888,1.0,1.0,0.9890310786106032,0.9887984714425985
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__audio-image__seed42,test_p4,activity,gated,audio+image,42,False,23783,6005,2735,165461,2.0691680908203125,0.7542961608775137,0.7471441402299224,0.752750632782902,2735,0.757939308398024,0.7503695135274082,0.7560257511438054,1417,0.7619047619047619,0.7582509985284843,0.7616044525861638,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.6804387568555759,0.6760274419919824,0.6003656307129799,0.5819955420985702,,,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__audio-image__seed42,test_p4,activity,concat,audio+image,42,False,23783,6005,2735,165315,2.0457534790039062,0.7908592321755027,0.7745528067389253,0.7789850848068666,2735,0.7932251235003529,0.777376690595334,0.7818257111072504,1417,0.780952380952381,0.7643004948268106,0.7657266242529401,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.33308957952468005,0.16657524227463888,0.650091407678245,0.5342566087609312,,,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__mag-image__seed42,test_p4,activity,gated,mag+image,42,False,23783,6005,2735,152917,1.9163055419921875,0.7224862888482633,0.6393496338595024,0.6466592736533482,2735,0.7198306280875089,0.6346083379041781,0.6421788674352105,1417,0.7238095238095238,0.6580632587147789,0.6563346220546354,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,0.6972577696526508,0.6568504647940917,,,,,0.5711151736745886,0.5374764980591946
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__mag-image__seed42,test_p4,activity,concat,mag+image,42,False,23783,6005,2735,152771,1.8954849243164062,0.8840950639853747,0.8760001197204579,0.8774164458046256,2735,0.8870853916725476,0.879854100728441,0.8811424790880787,1417,0.9047619047619048,0.900824072423288,0.9003826050536694,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,0.5729433272394882,0.48799129921010115,,,,,0.6581352833638026,0.6394073248733588
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__mag-audio__seed42,test_p4,activity,gated,mag+audio,42,False,23783,6005,2735,70965,0.9655532836914062,0.946983546617916,0.9456423653939137,0.946686626690597,2735,0.9456598447424136,0.944428446650047,0.9454532630441956,1417,0.9428571428571428,0.9417229729729729,0.9424951737451738,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.5926873857404021,0.48283965685018265,,,,,,,0.6617915904936015,0.5671840416107156
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__mag-audio__seed42,test_p4,activity,concat,mag+audio,42,False,23783,6005,2735,70819,0.9443130493164062,0.8957952468007313,0.8911036720855569,0.8935903030866683,2735,0.8962597035991532,0.8916835093909251,0.8941970704313847,1417,0.8761904761904762,0.8704786658003032,0.872007178439927,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.34771480804387567,0.17200217037438958,,,,,,,0.6552102376599634,0.5625510316890114
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__tof-image__seed42,test_p4,activity,gated,tof+image,42,False,23783,6005,2735,152821,1.9148178100585938,0.7652650822669104,0.7540704625194773,0.7561955475903948,2735,0.7657021877205363,0.754878831979978,0.7569538732167891,1417,0.780952380952381,0.7727681594453372,0.7734155740462403,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,0.34771480804387567,0.17200217037438958,,,0.7404021937842779,0.7321795537891932,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__tof-image__seed42,test_p4,activity,concat,tof+image,42,False,23783,6005,2735,152675,1.8930435180664062,0.7045703839122486,0.6681058395939439,0.6727483160705813,2735,0.7043048694424842,0.6686456576849591,0.6732709673868017,1417,0.7142857142857143,0.6907646953912652,0.6916666291984959,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,0.41718464351005485,0.292462137708867,,,0.5773308957952468,0.5746101671166614,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__tof-audio__seed42,test_p4,activity,gated,tof+audio,42,False,23783,6005,2735,70869,0.962127685546875,0.6683729433272395,0.6116589351169829,0.6227004018563267,2735,0.6647847565278758,0.6083401643303277,0.6195979730452051,1417,0.638095238095238,0.5540816326530612,0.5577745383867833,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.393418647166362,0.32634520021963165,,,,,0.5937842778793418,0.5169472003960898,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__tof-audio__seed42,test_p4,activity,concat,tof+audio,42,False,23783,6005,2735,70723,0.941802978515625,0.6782449725776966,0.6385838995419534,0.6484141355680014,2735,0.6817219477769937,0.6420547925056481,0.6518762505879195,1417,0.6761904761904762,0.6445454545454545,0.6482251082251083,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.31919561243144423,0.16130820399113083,,,,,0.46983546617915906,0.43765894678160117,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__tof-mag__seed42,test_p4,activity,gated,tof+mag,42,False,23783,6005,2735,58325,0.8100051879882812,0.8910420475319927,0.8851618404404328,0.8862584672293187,2735,0.8927311220889202,0.8871741002186644,0.8882414521144834,1417,0.8666666666666667,0.8624031007751939,0.8608527131782946,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,,,0.7378427787934186,0.7172572024970664,0.6855575868372943,0.6053977808045333
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__tof-mag__seed42,test_p4,activity,concat,tof+mag,42,False,23783,6005,2735,58179,0.7886886596679688,0.8639853747714809,0.8504784997355218,0.85362310121,2735,0.8673253352152435,0.854589429949615,0.8576752606169796,1417,0.8571428571428571,0.8444888444888444,0.8448694162979877,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,,,0.6702010968921389,0.6449476348109108,0.6808043875685558,0.6658255585383667
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-image__seed42,test_p4,activity,gated,imu+image,42,False,23783,6005,2735,210581,2.59124755859375,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,1.0,1.0,0.5440585009140768,0.521147980986501,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-image__seed42,test_p4,activity,concat,imu+image,42,False,23783,6005,2735,210435,2.5697250366210938,0.9963436928702011,0.9963365019377978,0.9963427235043134,2735,0.9978828510938603,0.9978789997407667,0.9978825374734974,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,1.0,1.0,0.33308957952468005,0.16657524227463888,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-audio__seed42,test_p4,activity,gated,imu+audio,42,False,23783,6005,2735,128629,1.6400604248046875,0.9985374771480804,0.998559680125591,0.9985380025053276,2735,0.9978828510938603,0.9979261783980857,0.9978826872998615,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.34771480804387567,0.17200217037438958,,,0.3319926873857404,0.1662090426505583,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-audio__seed42,test_p4,activity,concat,imu+audio,42,False,23783,6005,2735,128483,1.6188278198242188,0.9996343692870201,0.9996338160076007,0.9996343605886969,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,0.6808043875685558,0.5618018018018018,,,0.33308957952468005,0.16657524227463888,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-mag__seed42,test_p4,activity,gated,imu+mag,42,False,23783,6005,2735,116085,1.48883056640625,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,0.33308957952468005,0.16657524227463888,,,1.0,1.0
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-mag__seed42,test_p4,activity,concat,imu+mag,42,False,23783,6005,2735,115939,1.467926025390625,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,0.33308957952468005,0.16657524227463888,,,0.9718464351005485,0.9712120118250375
experiments_lopgo/full_lopgo_search/test_p4__activity__gated__imu-tof__seed42,test_p4,activity,gated,imu+tof,42,False,23783,6005,2735,115989,1.4878311157226562,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,0.33308957952468005,0.16657524227463888,1.0,1.0,,
experiments_lopgo/full_lopgo_search/test_p4__activity__concat__imu-tof__seed42,test_p4,activity,concat,imu+tof,42,False,23783,6005,2735,115843,1.4653778076171875,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,0.3250457038391225,0.1730574051340871,1.0,1.0,,
experiments_lopgo/full_lopgo_search/test_p4__activity__single__image__seed42,test_p4,activity,single,image,42,False,23783,6005,2735,120579,1.4691543579101562,0.6237659963436929,0.5273759295782984,0.5357062523218079,2735,0.6231474947071277,0.5262034004303981,0.5347024605115556,1417,0.6190476190476191,0.5236597984122736,0.5233061916230233,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__single__audio__seed42,test_p4,activity,single,audio,42,False,23783,6005,2735,38627,0.5184326171875,0.6318098720292504,0.6079737174872467,0.617775487310347,2735,0.6309103740296401,0.6055620963486246,0.6156139889411051,1417,0.6095238095238096,0.5675303829396927,0.5719177558663915,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__single__mag__seed42,test_p4,activity,single,mag,42,False,23783,6005,2735,26083,0.36513519287109375,0.7462522851919561,0.6956083391113915,0.7008334799939078,2735,0.748059280169372,0.6969488101266504,0.7022590963538018,1417,0.7428571428571429,0.6871227951915516,0.6859412907056992,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__single__tof__seed42,test_p4,activity,single,tof,42,False,23783,6005,2735,25987,0.36176300048828125,0.6508226691042047,0.6182497320585333,0.6282863595082389,2735,0.6534932956951306,0.6206327920365555,0.6307908751973584,1417,0.6476190476190476,0.6164074825332432,0.6204578383077369,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p4__activity__single__imu__seed42,test_p4,activity,single,imu,42,False,23783,6005,2735,83747,1.0403518676757812,1.0,1.0,1.0,2735,1.0,1.0,1.0,1417,1.0,1.0,1.0,105,0.34771480804387567,0.17200217037438958,0.17942310496458264,2735,walk,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__imu-tof-mag-audio-image__seed42,test_p3,surface,gated,imu+tof+mag+audio+image,42,False,6349,1626,3275,277098,3.4719314575195312,0.6867175572519084,0.6484151560917356,0.6614296414004451,3275,0.6946428571428571,0.6589633563837456,0.6719324506876331,1680,0.7542372881355932,0.6721627469837383,0.6956896114201546,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,0.5651908396946564,0.5294637716534343,0.7731297709923665,0.7803936993021956,0.4958778625954198,0.4377314828806367,0.6946564885496184,0.6473878744100433
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__imu-tof-mag-audio-image__seed42,test_p3,surface,concat,imu+tof+mag+audio+image,42,False,6349,1626,3275,290629,3.6224136352539062,0.9554198473282443,0.9555513560080913,0.9551176555703774,3275,0.9535714285714286,0.9535520440956604,0.9531769606866758,1680,1.0,1.0,1.0,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,0.4909923664122137,0.42733596596910195,0.8873282442748092,0.8930764325277183,0.7984732824427481,0.7350369135324034,0.9716030534351145,0.9714009860259207
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__tof-mag-audio-image__seed42,test_p3,surface,gated,tof+mag+audio+image,42,False,6349,1626,3275,201497,2.5662078857421875,0.7847328244274809,0.7922735199218698,0.7841653193643304,3275,0.7785714285714286,0.7851339090464613,0.7773626766080615,1680,0.923728813559322,0.9262468585182825,0.9207896645626463,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.23755725190839694,0.18344713322035489,0.4204580152671756,0.3542357651752336,,,0.6116030534351145,0.5423354762487569,0.8210687022900763,0.8282518314799099
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__tof-mag-audio-image__seed42,test_p3,surface,concat,tof+mag+audio+image,42,False,6349,1626,3275,210469,2.64886474609375,0.9276335877862596,0.9317004572601715,0.9280895150134374,3275,0.9255952380952381,0.9298038431512616,0.9260213107935726,1680,1.0,1.0,1.0,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,0.6885496183206107,0.6830839854565447,,,0.7230534351145038,0.7024838595951468,0.9554198473282443,0.9574524964999919
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__imu-mag-audio-image__seed42,test_p3,surface,gated,imu+mag+audio+image,42,False,6349,1626,3275,259257,3.2435455322265625,0.6702290076335878,0.6504474862590077,0.6565930916576337,3275,0.6648809523809524,0.6442705142933672,0.6505460021516307,1680,0.6949152542372882,0.6586303939962477,0.6674253505898815,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.06154652686762778,0.48458015267175575,0.5034275759311864,0.7725190839694657,0.7807400346293176,,,0.6711450381679389,0.6499036400232032
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__imu-mag-audio-image__seed42,test_p3,surface,concat,imu+mag+audio+image,42,False,6349,1626,3275,268229,3.3256607055664062,0.9377099236641221,0.9365319706318835,0.9369611324990748,3275,0.9398809523809524,0.9388055850770625,0.9392381237463918,1680,1.0,1.0,1.0,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,0.32580152671755724,0.2162081288296763,0.8265648854961832,0.8379430469169489,,,0.9642748091603054,0.9638072446960109
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__imu-tof-audio-image__seed42,test_p3,surface,gated,imu+tof+audio+image,42,False,6349,1626,3275,259161,3.2426376342773438,0.7209160305343512,0.6421928996898593,0.6722292113908912,3275,0.7160714285714286,0.6368838936683106,0.6674205193881648,1680,0.7627118644067796,0.6778151260504203,0.7101623700327588,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.4305343511450382,0.2694836363316022,0.46045801526717556,0.29550503002582823,0.7712977099236641,0.7538589911637998,0.677557251908397,0.5755538227085346,,
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__imu-tof-audio-image__seed42,test_p3,surface,concat,imu+tof+audio+image,42,False,6349,1626,3275,268133,3.324615478515625,0.9737404580152672,0.9713199926472159,0.9739105092387671,3275,0.9761904761904762,0.9738310894739284,0.9763210633046577,1680,1.0,1.0,1.0,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,0.7859541984732824,0.7733377577185447,0.8970992366412214,0.9041064919071367,0.8207633587786259,0.7571688094976127,,
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__imu-tof-mag-image__seed42,test_p3,surface,gated,imu+tof+mag+image,42,False,6349,1626,3275,246617,3.0921630859375,0.7410687022900764,0.7347900803828431,0.7266692947296772,3275,0.7404761904761905,0.7372143412759372,0.7284111572849462,1680,0.864406779661017,0.8597129186602871,0.8519746979158219,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,0.32183206106870227,0.3012964821702723,0.8161832061068702,0.8285193995061417,0.5700763358778626,0.5370858954064888,0.7141984732824428,0.7093070747918601
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__imu-tof-mag-image__seed42,test_p3,surface,concat,imu+tof+mag+image,42,False,6349,1626,3275,255589,3.1722259521484375,0.944732824427481,0.9458230468397828,0.9440148582968951,3275,0.9488095238095238,0.9502062827807334,0.9481428558213533,1680,1.0,1.0,1.0,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,0.4909923664122137,0.3874802102632313,0.7319083969465648,0.7496437162044867,0.7978625954198473,0.7300449178491706,0.944732824427481,0.9478324701466552
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__imu-tof-mag-audio__seed42,test_p3,surface,gated,imu+tof+mag+audio,42,False,6349,1626,3275,164665,2.1384353637695312,0.620763358778626,0.5461147607510718,0.5660539132487299,3275,0.6160714285714286,0.5409164435602143,0.5617189214822113,1680,0.7203389830508474,0.6350877192982456,0.6578947368421052,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.22137404580152673,0.164019388394667,,,0.6833587786259542,0.6747640387785838,0.5755725190839694,0.5003518562347639,0.6635114503816794,0.5941631748241777
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__imu-tof-mag-audio__seed42,test_p3,surface,concat,imu+tof+mag+audio,42,False,6349,1626,3275,173637,2.2209014892578125,0.8222900763358779,0.7962056417641271,0.808747429105134,3275,0.8220238095238095,0.7961973683019039,0.8088728042982771,1680,0.923728813559322,0.9101604278074866,0.9200580077947974,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,,,0.7025954198473282,0.7116840178316501,0.7022900763358778,0.6062363031975274,0.7948091603053435,0.7582031234989911
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__mag-audio-image__seed42,test_p3,surface,gated,mag+audio+image,42,False,6349,1626,3275,183656,2.3201522827148438,0.7538931297709923,0.7616744185061863,0.7526497568916886,3275,0.7541666666666667,0.7608160192262241,0.7523664972790671,1680,0.847457627118644,0.8516590604760473,0.8408584982988163,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.23297709923664123,0.12761887164041322,0.2867175572519084,0.18583775290787846,,,,,0.7193893129770992,0.7272402715111383
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__mag-audio-image__seed42,test_p3,surface,concat,mag+audio+image,42,False,6349,1626,3275,188069,2.3488845825195312,0.863206106870229,0.8715401531863012,0.8642014688101617,3275,0.8625,0.8716679222563071,0.8635538207929111,1680,0.9491525423728814,0.954717402754944,0.9490445997723737,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,0.19419847328244275,0.10028391373558079,,,,,0.9016793893129771,0.9091578919601021
experiments_lopgo/full_lopgo_search/test_p3__surface__gated__tof-audio-image__seed42,test_p3,surface,gated,tof+audio+image,42,False,6349,1626,3275,183560,2.3181228637695312,0.8821374045801527,0.8849362976017568,0.882701227881537,3275,0.875,0.8786322204594617,0.8758783880089547,1680,0.9830508474576272,0.9848484848484848,0.9831792501284027,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,0.17923664122137403,0.060797514241325734,0.4806106870229008,0.3780341469052376,,,0.42290076335877863,0.2851905046130149,,
