run_dir,fold,task,fusion,modalities,seed,shuffle_train_labels,n_train_internal,n_internal_val,n_test_heldout,params,size_mb,test_accuracy,test_macro_f1,test_weighted_f1,test_n,nonoverlap_accuracy,nonoverlap_macro_f1,nonoverlap_weighted_f1,nonoverlap_n,folder_majority_accuracy,folder_majority_macro_f1,folder_majority_weighted_f1,folder_majority_n,majority_baseline_accuracy,majority_baseline_macro_f1,majority_baseline_weighted_f1,majority_baseline_n,majority_class,zero_audio_accuracy,zero_audio_macro_f1,zero_image_accuracy,zero_image_macro_f1,zero_imu_accuracy,zero_imu_macro_f1,zero_tof_accuracy,zero_tof_macro_f1,zero_mag_accuracy,zero_mag_macro_f1
experiments_lopgo/full_lopgo_search/test_p3__surface__concat__imu-tof__seed42,test_p3,surface,concat,imu+tof,42,False,6349,1626,3275,116101,1.4688568115234375,0.6305343511450382,0.581284553827019,0.6159803732684187,3275,0.6273809523809524,0.5782748488997387,0.6136496143254653,1680,0.6864406779661016,0.6102485380116958,0.646301665179899,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,,,0.4201526717557252,0.41009016345487803,0.19938931297709925,0.08830748958401524,,
experiments_lopgo/full_lopgo_search/test_p3__surface__single__image__seed42,test_p3,surface,single,image,42,False,6349,1626,3275,120837,1.4710235595703125,0.9410687022900763,0.9434020864766224,0.9407078278221391,3275,0.9458333333333333,0.9484871875048334,0.9455798841673659,1680,1.0,1.0,1.0,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__surface__single__audio__seed42,test_p3,surface,single,audio,42,False,6349,1626,3275,38885,0.5194625854492188,0.6986259541984733,0.650797308045173,0.6660637001440698,3275,0.6916666666666667,0.6415760057590817,0.6583894689041072,1680,0.7457627118644068,0.6890016205171563,0.7033540047791522,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__surface__single__mag__seed42,test_p3,surface,single,mag,42,False,6349,1626,3275,26341,0.36614227294921875,0.14748091603053434,0.14124447675118623,0.12882208437267514,3275,0.14404761904761904,0.13820788872683915,0.126132249136148,1680,0.07627118644067797,0.07378818117241145,0.06565897477206105,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__surface__single__tof__seed42,test_p3,surface,single,tof,42,False,6349,1626,3275,26245,0.366241455078125,0.5755725190839694,0.6089429613319306,0.5898576697775839,3275,0.5666666666666667,0.6010675292413459,0.5826857200103047,1680,0.652542372881356,0.6172814481344427,0.6007836790850726,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__surface__single__imu__seed42,test_p3,surface,single,imu,42,False,6349,1626,3275,84005,1.0439910888671875,0.5557251908396946,0.4760156320897585,0.5215396285335575,3275,0.5535714285714286,0.4734314927259694,0.5198173182527484,1680,0.6779661016949152,0.5881542113800178,0.630188583059004,118,0.28458015267175574,0.08861421440456382,0.12608923332069233,3275,sand,,,,,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-tof-mag-audio-image__seed42,test_p3,activity,gated,imu+tof+mag+audio+image,42,False,17720,4430,10373,276840,3.4698715209960938,0.9972042803431986,0.9972277476456313,0.9972051168397649,10373,0.9977565900168256,0.997779085983967,0.9977574898912983,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.98158681191555,0.9814551635173667,0.9979755133519714,0.9979962161574895,0.6148655162440952,0.5143043641473468,0.9915164369034994,0.9914810412879363,0.9280825219319387,0.92781401695455
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-tof-mag-audio-image__seed42,test_p3,activity,concat,imu+tof+mag+audio+image,42,False,17720,4430,10373,290371,3.6177520751953125,0.9807191747806806,0.9809777970237855,0.98067852353885,10373,0.9809310151430174,0.9812163716297514,0.9808789852946154,5349,0.981029810298103,0.9812889037981289,0.980987385631432,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.3673961245541309,0.19084311321648792,0.9765737973585269,0.9769926232582741,0.36122626048394874,0.17727473301342997,0.9709823580449243,0.9712148858580095,0.95382242359973,0.9544913569169715
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__tof-mag-audio-image__seed42,test_p3,activity,gated,tof+mag+audio+image,42,False,17720,4430,10373,201239,2.5634231567382812,0.8872071724669816,0.8845196971273158,0.8831910218292186,10373,0.8867077958496915,0.8843993725070781,0.8827949341146458,5349,0.8888888888888888,0.8861489524479875,0.8850957168716084,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.6079244191651403,0.5495389079126117,0.646968090234262,0.5927002412047341,,,0.5165333076255664,0.4178473322759677,0.9117902246216139,0.9121119325257174
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__tof-mag-audio-image__seed42,test_p3,activity,concat,tof+mag+audio+image,42,False,17720,4430,10373,210211,2.6432113647460938,0.8981972428419936,0.8969893412116922,0.895703726765714,10373,0.8990465507571509,0.8979672206761046,0.896479256353392,5349,0.9051490514905149,0.9033550357079769,0.9024740050565013,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.6654776824448086,0.5354727967884808,0.777788489347344,0.780022512997939,,,0.8346669237443363,0.8367356602424588,0.8645522028342814,0.8595168055896886
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-mag-audio-image__seed42,test_p3,activity,gated,imu+mag+audio+image,42,False,17720,4430,10373,258999,3.2407379150390625,0.991612841029596,0.9917503743444526,0.9916159279898648,10373,0.9914002617311647,0.9915658690332374,0.9914028904175305,5349,0.994579945799458,0.9946776929601358,0.9945818421288539,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.6188180854140557,0.6184322583009765,0.9956618143256531,0.9957097329153163,0.6653812783187121,0.6278238457219601,,,0.9972042803431986,0.9972302905459935
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-mag-audio-image__seed42,test_p3,activity,concat,imu+mag+audio+image,42,False,17720,4430,10373,267971,3.3220672607421875,0.9823580449243228,0.981599692675759,0.9823512795695287,10373,0.9822396709665357,0.9814513282033555,0.9822346017223567,5349,0.983739837398374,0.9831148475349103,0.9837311489387336,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.6300009640412609,0.5181695479010724,0.9814904077894534,0.9814765315976887,0.4407596645136412,0.32223376962209804,,,0.9168032391786368,0.9174039712116281
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-tof-audio-image__seed42,test_p3,activity,gated,imu+tof+audio+image,42,False,17720,4430,10373,258903,3.240753173828125,0.9981683216041647,0.9981206430879322,0.9981679487731578,10373,0.9985043933445504,0.9984599086753608,0.9985041282730369,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.9906487997686301,0.9903127667763463,0.9609563289308782,0.9613653609042769,0.36267232237539765,0.18049869010436168,0.9905523956425335,0.9902165996928035,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-tof-audio-image__seed42,test_p3,activity,concat,imu+tof+audio+image,42,False,17720,4430,10373,267875,3.319610595703125,0.9920948616600791,0.9921110382255635,0.9920924125193356,10373,0.992521966722752,0.9925713571286653,0.9925252344509172,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.42755229923840743,0.3019296251698685,0.9825508531765159,0.9828453657462063,0.36286513062759085,0.1809378859867624,0.7593753012628941,0.6990515383194781,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-tof-mag-image__seed42,test_p3,activity,gated,imu+tof+mag+image,42,False,17720,4430,10373,246359,3.0885009765625,0.9901667791381471,0.990032224570285,0.9901876782527667,10373,0.9902785567395775,0.9901506020945302,0.9902988342400099,5349,0.997289972899729,0.9973378727375896,0.997290490269715,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.9697291044056685,0.9693769463895033,0.3617082811144317,0.17835242422916775,0.9860214017159934,0.985797844697367,0.9878530801118288,0.987647239517135
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-tof-mag-image__seed42,test_p3,activity,concat,imu+tof+mag+image,42,False,17720,4430,10373,255331,3.1678619384765625,0.9798515376458112,0.9800281588727954,0.9798169552873451,10373,0.9788745559917742,0.9790834427999684,0.9788475883699662,5349,0.981029810298103,0.9812889037981289,0.980987385631432,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.9526655740865709,0.952567344139139,0.3627687265014943,0.18067730046901068,0.7760532150776053,0.731197226215575,0.9778270509977827,0.9777494279588987
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-tof-mag-audio__seed42,test_p3,activity,gated,imu+tof+mag+audio,42,False,17720,4430,10373,164407,2.1371307373046875,0.9531475947170539,0.9537168467702815,0.9531021169346872,10373,0.9523275378575434,0.9529768412077217,0.952270124709821,5349,0.9566395663956639,0.956928356928357,0.9563158977793124,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.8579967222597127,0.8404580767632436,,,0.623059866962306,0.5495160270870941,0.794562807288152,0.7842198410462761,0.9918056492817893,0.9918894871050795
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-tof-mag-audio__seed42,test_p3,activity,concat,imu+tof+mag+audio,42,False,17720,4430,10373,173379,2.2170181274414062,0.9918056492817893,0.9918919546682053,0.9918033805240346,10373,0.9921480650588895,0.9922396234894192,0.9921465695852169,5349,0.997289972899729,0.9973378727375896,0.997290490269715,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.6829268292682927,0.5729141397017222,,,0.3809891063337511,0.21910667212628054,0.7497348886532343,0.6812778341908606,0.9933481152993349,0.9934472218065503
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__mag-audio-image__seed42,test_p3,activity,gated,mag+audio+image,42,False,17720,4430,10373,183398,2.318115234375,0.9643304733442591,0.9647540000100668,0.9643179576132757,10373,0.9624228827818284,0.9629631225316134,0.9624542282635734,5349,0.975609756097561,0.9759468610086593,0.9755618009524549,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.723994986985443,0.7109312349142655,0.7305504675600115,0.7170218715231295,,,,,0.8951123108069026,0.8968552732611097
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__mag-audio-image__seed42,test_p3,activity,concat,mag+audio+image,42,False,17720,4430,10373,187811,2.3468704223632812,0.9532439988431505,0.9531361433151485,0.9531242588508012,10373,0.9506449803701627,0.9506032830195053,0.9505171384261918,5349,0.964769647696477,0.9645928971883455,0.9647191244159221,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.36103345223175554,0.17684280115219342,0.7004723802178733,0.7081423377764707,,,,,0.8296539091873132,0.8219299822396998
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__tof-audio-image__seed42,test_p3,activity,gated,tof+audio+image,42,False,17720,4430,10373,183302,2.31573486328125,0.9275040971753591,0.9285542695192799,0.9275229170103907,10373,0.9261544213871752,0.9274677121953582,0.9263107884185576,5349,0.9322493224932249,0.9330079251401046,0.9321640084306956,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.7709437963944857,0.7303964429403592,0.566374240817507,0.5131737640660587,,,0.9021498120119541,0.8982024736567292,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__tof-audio-image__seed42,test_p3,activity,concat,tof+audio+image,42,False,17720,4430,10373,187715,2.3449020385742188,0.9046563192904656,0.90559671379473,0.9042186468751806,10373,0.9029725182277061,0.9041994344152351,0.9026741673805209,5349,0.9186991869918699,0.9186929472643759,0.9177653077769222,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.36103345223175554,0.17684280115219342,0.5971271570423214,0.6013889392983569,,,0.7829943121565603,0.780808989320206,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__tof-mag-image__seed42,test_p3,activity,gated,tof+mag+image,42,False,17720,4430,10373,170758,2.1630172729492188,0.8656126482213439,0.8629139827236191,0.8613654531473266,10373,0.8644606468498784,0.8621365878020916,0.8603112743153989,5349,0.8780487804878049,0.8746775401514522,0.873555146469331,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.5898968475850767,0.5447878359818192,,,0.7925383206401234,0.7945836745521074,0.8957871396895787,0.8933537563678238
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__tof-mag-image__seed42,test_p3,activity,concat,tof+mag+image,42,False,17720,4430,10373,175171,2.1934967041015625,0.782126675021691,0.7640283805345888,0.7654081764483212,10373,0.7797719199850439,0.762132496400687,0.7633146672579278,5349,0.7913279132791328,0.7722117815364248,0.7740415546157674,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.5480574568591535,0.5286461701221988,,,0.7726790706642245,0.7669263633677158,0.7674732478550081,0.735814584630153
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__tof-mag-audio__seed42,test_p3,activity,gated,tof+mag+audio,42,False,17720,4430,10373,88806,1.212005615234375,0.7073170731707317,0.6917142331936178,0.6889395959872352,10373,0.7072349971957376,0.692594610756466,0.6891207611149277,5349,0.7154471544715447,0.6939594032770849,0.6927028096399819,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.5299334811529933,0.5111081067651807,,,,,0.5231851923262315,0.4830034275969059,0.664417237057746,0.5717538096200284
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__tof-mag-audio__seed42,test_p3,activity,concat,tof+mag+audio,42,False,17720,4430,10373,93219,1.2400894165039062,0.7847295864262991,0.7844317136347662,0.7811308848491523,10373,0.7846326416152551,0.7846002862240486,0.7809096687743969,5349,0.8048780487804879,0.8028276115504157,0.8005755588964449,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.5026511134676565,0.41346016054575147,,,,,0.5849802371541502,0.5460739618164855,0.6538127831871204,0.5457528078611807
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-audio-image__seed42,test_p3,activity,gated,imu+audio+image,42,False,17720,4430,10373,241062,2.9945907592773438,0.9953726019473633,0.995400621511673,0.9953739988278899,10373,0.9955131800336512,0.9955466246434961,0.9955148815069335,5349,0.997289972899729,0.9973356686038798,0.9972893688016571,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.9905523956425335,0.9904808407287269,0.9921912657861757,0.9922927944515645,0.3651788296539092,0.18602280972045118,,,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-audio-image__seed42,test_p3,activity,concat,imu+audio+image,42,False,17720,4430,10373,245475,3.0218276977539062,0.9968186638388123,0.9967356019378434,0.9968169363749855,10373,0.9968218358571695,0.9967370478230394,0.9968200386251679,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.6123590089655837,0.5072193110784927,0.9966258555866191,0.996518408483499,0.3755904752723417,0.20814205739248384,,,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-mag-image__seed42,test_p3,activity,gated,imu+mag+image,42,False,17720,4430,10373,228518,2.8403854370117188,0.9455316687554227,0.9465607203343952,0.9455510329598035,10373,0.9448495045802954,0.9459683663671337,0.9448605459665819,5349,0.9512195121951219,0.9519236640843513,0.9511145480739182,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.9193097464571484,0.9210432643117265,0.3512966354959992,0.22421583070116216,,,0.9470741347729683,0.9480062656035728
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-mag-image__seed42,test_p3,activity,concat,imu+mag+image,42,False,17720,4430,10373,232931,2.8696441650390625,0.9926732864166586,0.9925782070046281,0.992682055459287,10373,0.9923350158908207,0.9922014363105732,0.9923437271329739,5349,0.997289972899729,0.9973261031161594,0.9972905381137044,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.9632700279571965,0.9618349611848774,0.46090812686782995,0.3839088342565072,,,0.991612841029596,0.9915894771363485
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-mag-audio__seed42,test_p3,activity,gated,imu+mag+audio,42,False,17720,4430,10373,146566,1.889129638671875,0.9907452038947266,0.9906473202602589,0.990726072654299,10373,0.9910263600673023,0.9909617406987415,0.9910075276074951,5349,0.997289972899729,0.9973356686038798,0.9972893688016571,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.35177865612648224,0.22501443635881543,,,0.3653716379061024,0.2552881609755194,,,0.9234551238793021,0.9251373053029086
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-mag-audio__seed42,test_p3,activity,concat,imu+mag+audio,42,False,17720,4430,10373,150979,1.9168243408203125,0.9874674636074424,0.9873924671942476,0.9874610656843891,10373,0.9882220975883342,0.9881532542675822,0.9882154066678617,5349,0.997289972899729,0.9973356686038798,0.9972893688016571,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.315723512966355,0.1599745994529113,,,0.6544876120697966,0.5359554252233132,,,0.987081847103056,0.9870532568375009
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-tof-image__seed42,test_p3,activity,gated,imu+tof+image,42,False,17720,4430,10373,228422,2.8394546508789062,0.9798515376458112,0.9801437028272244,0.979911955687395,10373,0.9794354084875677,0.9797107876209415,0.9794947107836909,5349,0.997289972899729,0.9973356686038798,0.9972893688016571,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.9152607731610913,0.9141700952478525,0.36103345223175554,0.17684280115219342,0.9869854429769594,0.9871957341736161,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-tof-image__seed42,test_p3,activity,concat,imu+tof+image,42,False,17720,4430,10373,232835,2.8686447143554688,0.9925768822905621,0.9922951445977568,0.9925716503807466,10373,0.9912133108992335,0.9908593689927653,0.9912058903744815,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.9834184903113853,0.9827691128983975,0.36103345223175554,0.17684280115219342,0.893569844789357,0.8847005279475737,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-tof-audio__seed42,test_p3,activity,gated,imu+tof+audio,42,False,17720,4430,10373,146470,1.8875808715820312,0.9776342427455895,0.9779861189453204,0.9777013855067355,10373,0.9760702935128062,0.9764966495328283,0.9761612153879466,5349,0.997289972899729,0.9973356686038798,0.9972893688016571,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.3542851634049937,0.2610705144970895,,,0.5741829750313313,0.582260605877542,0.9624023908223271,0.9626263049631225,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-tof-audio__seed42,test_p3,activity,concat,imu+tof+audio,42,False,17720,4430,10373,150883,1.9155120849609375,0.9925768822905621,0.9925022575379193,0.9925705035431633,10373,0.992521966722752,0.992450866320772,0.9925161603878422,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.6588257977441434,0.6292272371329152,,,0.37067386484141523,0.19785742845618245,0.7956232526752145,0.7576968886309453,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-tof-mag__seed42,test_p3,activity,gated,imu+tof+mag,42,False,17720,4430,10373,133926,1.7341995239257812,0.9390725923069507,0.9380305688849346,0.9387679434295508,10373,0.9394279304542905,0.9384338719256329,0.9391409607471867,5349,0.962059620596206,0.9619724809128284,0.9619700935242426,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,,,0.5264629326135158,0.4943631379748652,0.8522124746939169,0.8413246496476283,0.9381085510459848,0.9386844884625388
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-tof-mag__seed42,test_p3,activity,concat,imu+tof+mag,42,False,17720,4430,10373,138339,1.7646560668945312,0.9922876699122722,0.9922220223932796,0.9922991420623656,10373,0.9923350158908207,0.9922744313983148,0.9923459735173937,5349,0.997289972899729,0.9973378727375896,0.997290490269715,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,,,0.36103345223175554,0.17684280115219342,0.7475175937530126,0.676812273904312,0.9652945146052251,0.9654971866823309
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__audio-image__seed42,test_p3,activity,gated,audio+image,42,False,17720,4430,10373,165461,2.0691680908203125,0.9508338956907355,0.9504741963941202,0.9503777847995674,10373,0.9536361936810619,0.9533686465533271,0.9532370168463694,5349,0.959349593495935,0.958820023913385,0.9587958967513164,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.8620456955557698,0.8541515565115086,0.6239275040971753,0.6194574036446379,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__audio-image__seed42,test_p3,activity,concat,audio+image,42,False,17720,4430,10373,165315,2.0457534790039062,0.9291429673190013,0.9290421693223312,0.928163347614445,10373,0.9289586838661432,0.9289981223323807,0.9279968925399557,5349,0.9376693766937669,0.9378636915729951,0.9370325750633292,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.3611298563578521,0.1770588282949266,0.5363925576014653,0.4628079113501178,,,,,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__mag-image__seed42,test_p3,activity,gated,mag+image,42,False,17720,4430,10373,152917,1.9163055419921875,0.823966065747614,0.8028985390357372,0.8058768896163795,10373,0.8218358571695644,0.8008820271282978,0.8037644152114151,5349,0.8373983739837398,0.8158204210781057,0.8188736621620573,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.4109707895497927,0.3427770889907313,,,,,0.7960088691796009,0.7614282853075386
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__mag-image__seed42,test_p3,activity,concat,mag+image,42,False,17720,4430,10373,152771,1.8954849243164062,0.8415116166971947,0.8251759271445446,0.8275446790160563,10373,0.8412787436904094,0.8253403838519372,0.8276153068991216,5349,0.8482384823848238,0.8300300749629673,0.8325853256288163,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.45146052251036345,0.35452877632934615,,,,,0.7427937915742794,0.7178487643236834
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__mag-audio__seed42,test_p3,activity,gated,mag+audio,42,False,17720,4430,10373,70965,0.9655532836914062,0.7760532150776053,0.7825077482521271,0.7773992893394532,10373,0.7750981491867639,0.7818155159267949,0.7762333589392222,5349,0.7967479674796748,0.7999517491496916,0.7954541437140816,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.47295864262990456,0.3855757264710728,,,,,,,0.6044538706256628,0.5053608959337312
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__mag-audio__seed42,test_p3,activity,concat,mag+audio,42,False,17720,4430,10373,70819,0.9443130493164062,0.7852116070567821,0.790824631897423,0.7855413467661463,10373,0.7855673957749112,0.7916434734222517,0.7858861207859785,5349,0.7967479674796748,0.7996739547372459,0.7950512119237034,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.42658825797744143,0.33131702161893056,,,,,,,0.6587293936180468,0.5491971285509373
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__tof-image__seed42,test_p3,activity,gated,tof+image,42,False,17720,4430,10373,152821,1.9148178100585938,0.8471994601368938,0.8346971608410563,0.8373653442817584,10373,0.8463264161525519,0.8339261467029768,0.8366159374934232,5349,0.8617886178861789,0.8477924035299006,0.8504633454076095,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.3269063915935602,0.1709527033666323,,,0.7985153764581124,0.7876721690092566,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__tof-image__seed42,test_p3,activity,concat,tof+image,42,False,17720,4430,10373,152675,1.8930435180664062,0.7422153668176998,0.7140865896963003,0.7157301185242296,10373,0.7412600486072163,0.7134413228785155,0.7148481762004996,5349,0.7506775067750677,0.7201651589539534,0.7222027361456853,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.3516822520003856,0.30111125783654286,,,0.653909187313217,0.564749873590094,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__tof-audio__seed42,test_p3,activity,gated,tof+audio,42,False,17720,4430,10373,70869,0.962127685546875,0.6086956521739131,0.5831187546651263,0.5806311766815493,10373,0.6062815479528884,0.5823322810680867,0.5789686562255737,5349,0.6151761517615176,0.5757810404934299,0.5754844473223493,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.5080497445290658,0.47674018027189957,,,,,0.5263665284874193,0.4817899393136025,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__tof-audio__seed42,test_p3,activity,concat,tof+audio,42,False,17720,4430,10373,70723,0.941802978515625,0.6325074713197725,0.6030473828055979,0.6010833610708703,10373,0.6343241727425687,0.6057195223736768,0.6029650563976633,5349,0.6449864498644986,0.6141043064380802,0.6134848633288544,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.32324303480188954,0.1628539511389577,,,,,0.3876409910344163,0.23357075400094077,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__tof-mag__seed42,test_p3,activity,gated,tof+mag,42,False,17720,4430,10373,58325,0.8100051879882812,0.6288441145281018,0.601333351388802,0.6020046166413144,10373,0.628154795288839,0.6008156851315315,0.6011457689762886,5349,0.6422764227642277,0.6070544188915751,0.6086996776298266,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,,,,,0.42629904559915166,0.36821189768708157,0.6247951412320447,0.5185925554969816
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__tof-mag__seed42,test_p3,activity,concat,tof+mag,42,False,17720,4430,10373,58179,0.7886886596679688,0.7176323146630675,0.7057152452009058,0.7039522359115435,10373,0.716021686296504,0.7046204048303523,0.7024173398505708,5349,0.7317073170731707,0.7172913854607046,0.7163750081065914,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,,,,,0.4646678877855972,0.348705758631949,0.6376168900028921,0.5145742509502831
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-image__seed42,test_p3,activity,gated,imu+image,42,False,17720,4430,10373,210581,2.59124755859375,0.9640412609659693,0.963963706140246,0.9640262499121175,10373,0.9637315386053468,0.9636457086153293,0.9637080424270651,5349,0.981029810298103,0.9812889037981289,0.980987385631432,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.7825122915260773,0.7616729043204334,0.4971560782801504,0.4262498799799371,,,,
experiments_lopgo/full_lopgo_search/test_p3__activity__concat__imu-image__seed42,test_p3,activity,concat,imu+image,42,False,17720,4430,10373,210435,2.5697250366210938,0.9933481152993349,0.9931746656251049,0.993336875698639,10373,0.9927089175546832,0.9924746895135058,0.9926978856704208,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,,,0.9706931456666346,0.9696634905937428,0.3611298563578521,0.1770588282949266,,,,
experiments_lopgo/full_lopgo_search/test_p3__activity__gated__imu-audio__seed42,test_p3,activity,gated,imu+audio,42,False,17720,4430,10373,128629,1.6400604248046875,0.9951797936951702,0.9950816553575598,0.9951755784355315,10373,0.9958870816975135,0.9958080552841895,0.9958840605473985,5349,1.0,1.0,1.0,369,0.36103345223175554,0.17684280115219342,0.1915385010069308,10373,sitting,0.315723512966355,0.1599745994529113,,,0.36103345223175554,0.17684280115219342,,,,
