task,fusion,modalities,folds,n_runs,mean_test_accuracy,std_test_accuracy,mean_test_macro_f1,std_test_macro_f1,mean_nonoverlap_macro_f1,mean_folder_macro_f1,mean_majority_baseline_macro_f1,mean_params,mean_size_mb
activity,gated,imu+tof+audio+image,"test_p1p2,test_p3,test_p4",3,0.948535289963857,0.08755800243550087,0.9485741048136399,0.08744974119358587,0.94869893813304,0.9519704136871067,0.1753190220111451,258903.0,3.240753173828125
activity,gated,imu+audio,"test_p1p2,test_p3,test_p4",9,0.9488269005252796,0.0646957384515761,0.9480526660719806,0.06581350005497652,0.947883815012717,0.9545376177891468,0.17531902201114508,128629.0,1.6400604248046875
activity,concat,imu+tof+mag,"test_p1p2,test_p3,test_p4",3,0.9472618269610571,0.0847538915079328,0.9471203443763186,0.08494339609652896,0.9471823699487293,0.9518532189346808,0.1753190220111451,138339.0,1.7646560668945312
activity,concat,imu+audio,"test_p1p2,test_p3,test_p4",3,0.9470642104600238,0.08566781002690692,0.9470668522024042,0.08557122566544421,0.9476103400481134,0.9519704136871067,0.1753190220111451,128483.0,1.6188278198242188
activity,gated,imu+audio+image,"test_p1p2,test_p3,test_p4",3,0.946933798039455,0.08793635690344712,0.9470655119964042,0.08773218968454129,0.9471484344308877,0.9510823032217334,0.1753190220111451,241062.0,2.9945907592773438
activity,gated,imu+mag+audio+image,"test_p1p2,test_p3,test_p4",3,0.9469853774330778,0.0846644485699889,0.9469438187935427,0.0848519328895663,0.9468803401434499,0.9505328313565227,0.1753190220111451,258999.0,3.2407379150390625
activity,gated,imu+tof+image,"test_p1p2,test_p3,test_p4",3,0.9472884814729751,0.07453391812786453,0.9468458443056434,0.07552503694701429,0.9466586727519829,0.9558131872674872,0.1753190220111451,228422.0,2.8394546508789062
activity,gated,imu+tof+mag+audio+image,"test_p1p2,test_p3,test_p4",9,0.9481606393560738,0.06360367705439786,0.9468240122887074,0.06551665778743901,0.9471169957197212,0.950657876903835,0.17531902201114508,276840.0,3.4698715209960938
activity,concat,imu+mag+image,"test_p1p2,test_p3,test_p4",3,0.9465611759790868,0.08532058078565444,0.9463361752072866,0.08562081081472028,0.9463046007467902,0.9513201351911894,0.1753190220111451,232931.0,2.8696441650390625
activity,concat,imu+mag+audio,"test_p1p2,test_p3,test_p4",3,0.9454988769103956,0.08345060760355667,0.9452242741267568,0.08386242794604536,0.9456457836837252,0.9512297541141715,0.1753190220111451,150979.0,1.9168243408203125
activity,concat,imu+image,"test_p1p2,test_p3,test_p4",3,0.9451775509590788,0.08604114874814409,0.9451506697657758,0.08593277480522066,0.945360584014189,0.9518724643249925,0.1753190220111451,210435.0,2.5697250366210938
activity,concat,imu+tof+audio+image,"test_p1p2,test_p3,test_p4",3,0.9450790086352548,0.08707292225439461,0.9449427157751061,0.08733487273993686,0.9446417098209303,0.9512460540704321,0.1753190220111451,267875.0,3.319610595703125
activity,concat,imu+tof,"test_p1p2,test_p3,test_p4",3,0.9442995894313039,0.08769448021907686,0.9442637706158404,0.08744497211759739,0.944336082642765,0.9501262626262627,0.1753190220111451,115843.0,1.4653778076171875
activity,concat,imu+tof+mag+image,"test_p1p2,test_p3,test_p4",3,0.9433860664866668,0.08022672585182236,0.9432320420576404,0.08063150286883862,0.9430168162776926,0.9464085784771585,0.1753190220111451,255331.0,3.1678619384765625
